FR
1410875.0
1792043.0
1459047.0
1788890.0
1738408.0
1568172.0
1698543.0
1467090.0
1547183.0
1152556.0
1470403.0
1239934.0
1016150.0
1209871.0
953090.0
1235708.0
1022628.0
1196248.0
1195172.0
1183148.0
1226763.0
916021.0
1018771.0
921294.0
1159638.0
1167309.0
1154188.0
1181921.0
983519.0
1244964.0
1058626.0
1520103.0
1369099.0
1374779.0
1531130.0
1447516.0
1718114.0
1386784.0
1579366.0
1868318.0
1604489.0
1575501.0
1289599.0
1481519.0
1283452.0
1439686.0
1346106.0
1191679.0
1205851.0
989632.0
1238565.0
1027703.0
1185312.0
1169299.0
1165238.0
1203835.0
967176.0
1172157.0
987674.0
1054838.0
1124658.0
1184663.0
1228865.0
992833.0
1265051.0
1150471.0
1523823.0
1360548.0
1538547.0
1542097.0
1368132.0
1739864.0
1686997.0
1466035.0
1611346.0
1558364.0
1776433.0
1394872.0
1587657.0
1297146.0
1601264.0
1625573.0
1507764.0
1504020.0
1185732.0
1363040.0
1037350.0
1227180.0
1213813.0
1195428.0
1227315.0
1001060.0
1226309.0
1080544.0
1195759.0
1079021.0
1065781.0
1210975.0
984011.0
1249806.0
1117019.0
1304553.0
1302833.0
1356672.0
1469954.0
1255733.0
1741783.0
1499291.0
1806542.0
1580717.0
1927426.0
1824264.0
1490276.0
1808811.0
1658314.0
1608069.0
1620313.0
1380401.0
1482901.0
1123029.0
1263087.0
1090451.0
1252289.0
1198736.0
1157868.0
1184040.0
960920.0
1200760.0
1076945.0
1002419.0
1167982.0
1042657.0
1071314.0
952892.0
1209934.0
1040597.0
1207933.0
1207239.0
1221975.0
1416258.0
1122110.0
1391885.0
1226970.0
1627872.0
1601413.0
1868275.0
1425524.0
1855018.0
1835454.0
1714244.0
1884566.0
1739500.0
1599963.0
1905825.0
1213010.0
1514063.0
1173917.0
1262448.0
1180090.0
1293593.0
1249839.0
980376.0
1208761.0
1046294.0
1241926.0
1263425.0
1207275.0
1189399.0
918011.0
1080387.0
1032842.0
1165541.0
1201064.0
1273952.0
1266597.0
1215643.0
1534149.0
1240880.0
1589181.0
1831844.0
1863571.0
2069644.0
1779320.0
1955632.0
1435109.0
1868507.0
1758164.0
1642379.0
1664039.0
1454613.0
1444042.0
1191439.0
1320148.0
1286917.0
981069.0
1204070.0
975381.0
1192148.0
1020771.0
1182638.0
1176455.0
1177024.0
991862.0
934654.0
1074481.0
960134.0
1157870.0
1187645.0
1170844.0
1198221.0
964910.0
1240577.0
1293696.0
1143867.0
1242047.0
1467134.0
1544177.0
1431206.0
1646938.0
1381813.0
1654842.0
1677259.0
1867259.0
2232397.0
1539217.0
1532011.0
1416365.0
1525295.0
1233012.0
1195597.0
1460590.0
1095410.0
1212630.0
1055584.0
1135661.0
1140505.0
1138123.0
1203100.0
936209.0
1182743.0
998050.0
1012938.0
1051898.0
1098904.0
1172041.0
932200.0
1224652.0
1059117.0
1349547.0
1325751.0
1454672.0
1580283.0
1256974.0
1783871.0
1509701.0
1217716.0
1564092.0
1839215.0
1888591.0
1570905.0
1856723.0
1878422.0
1595854.0
1803737.0
1578206.0
1637437.0
1052254.0
1232778.0
1099164.0
1234825.0
1358931.0
1172954.0
1154618.0
934268.0
1163800.0
1019790.0
1193242.0
1103873.0
992400.0
1065682.0
917747.0
1164299.0
1013864.0
1172577.0
1278597.0
1197947.0
1346439.0
1204493.0
1744079.0
1583911.0
1822772.0
1634955.0
1562021.0
1550313.0
1422242.0
1769743.0
1527045.0
1627589.0
1651654.0
1374713.0
1343847.0
1136976.0
1285502.0
1150666.0
1273540.0
1106746.0
1132600.0
1009358.0
918632.0
1143987.0
1003385.0
1147605.0
1181096.0
1085046.0
1031616.0
861638.0
1125960.0
1006798.0
1161992.0
1153639.0
1185031.0
1222395.0
1041168.0
1417657.0
1277511.0
1443472.0
1669927.0
1637811.0
1316555.0
1415611.0
1641899.0
1738780.0
1895217.0
1714687.0
1676284.0
1616434.0
1372864.0
1574078.0
1310924.0
1186643.0
1159694.0
1165909.0
993527.0
931975.0
1169859.0
989077.0
1148000.0
1208433.0
1067384.0
1165462.0
888879.0
1027521.0
945005.0
1136685.0
1137165.0
1139287.0
1211058.0
1032171.0
1409706.0
1161147.0
1280700.0
1359100.0
1519314.0
1656608.0
1239037.0
1397949.0
